;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
exercise kombi;Superdefault;Target Muscle;exercise name;possible;eqipment ;default ;hands used;;grip type ;;;;;plane;;;;;;grip width;;;cable height  ;;;bench;;;stand;;;;;;bench : cable ;;;body : bench;;;;;body pos;;;sit;;info for equipment;info for exercise;Cables used;
;;;;FALSCH; nooses ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;FALSCH;raw ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;WAHR;cuff ;FALSCH;WAHR;WAHR*;WAHR*;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;WAHR;FALSCH;;;;WAHR;WAHR;WAHR;;;;FALSCH;FALSCH;WAHR*;WAHR;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;WAHR;FALSCH
;;;;FALSCH;EZ bend;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;FALSCH;90° bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;FALSCH;staight;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;;;;1;2;sup;s-n;n ;n-p;pro;lat;l-s;sag;s-t;trans;t-l;;;;;;;;;;0;45;90;90 os;135;180;;;;;;;;;;;;0;90;;;;
;WAHR;shoulder;lateral raise;WAHR;d-handle var;WAHR;WAHR;FALSCH;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;WAHR;WAHR;FALSCH;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;WAHR;FALSCH
;;;;WAHR;d-handle fix;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;WAHR;WAHR;FALSCH;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;WAHR;FALSCH
;;;;FALSCH;ropes;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;FALSCH;1rope;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;WAHR; nooses ;WAHR;WAHR;FALSCH;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;WAHR;WAHR;FALSCH;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;WAHR;FALSCH
;;;;FALSCH;raw ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;WAHR;cuff ;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;WAHR;WAHR;FALSCH;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;WAHR;FALSCH
;;;;FALSCH;EZ bend;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;FALSCH;90° bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;FALSCH;staight;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;;;;1;2;sup;s-n;n ;n-p;pro;lat;l-s;sag;s-t;trans;t-l;;;;;;;;;;0;45;90;90 os;135;180;;;;;;;;;;;;0;90;;;;
;FALSCH;shoulder;front row;WAHR;d-handle var;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;WAHR*;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;WAHR*;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;;;;;;FALSCH;FALSCH;;;WAHR;FALSCH
;;;;WAHR;d-handle fix;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;WAHR*;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;;;;;;FALSCH;FALSCH;;;WAHR;FALSCH
;;;;WAHR;ropes;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;WAHR*;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;;;;;;FALSCH;FALSCH;n-p = neutral greifen aber handgelenke während der Ausführung nach außen rotieren lassen, pro = köpfe mit pro Griff halten ;;WAHR;FALSCH
;;;;FALSCH;1rope;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;WAHR; nooses ;WAHR*;FALSCH;WAHR;FALSCH;FALSCH;WAHR;WAHR*;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;WAHR*;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;;;;;;FALSCH;FALSCH;;;WAHR;FALSCH
;;;;FALSCH;raw ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;FALSCH;cuff ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;WAHR;EZ bend;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;WAHR;FALSCH
;;;;FALSCH;90° bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;WAHR;staight;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;WAHR;FALSCH
;;;;;;;1;2;sup;s-n;n ;n-p;pro;lat;l-s;sag;s-t;trans;t-l;;;;;;;;;;0;45;90;90 os;135;180;;;;;;;;;;;;0;90;;;;
;FALSCH;shoulder ;archer pull;WAHR;d-handle var;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR*;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;WAHR;;archer pulls ;WAHR;FALSCH
;;;;WAHR;d-handle fix;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;WAHR;;;WAHR;FALSCH
;;;;FALSCH;ropes;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;man könnte sich auch 45° stehen und sich mit der anderen Hand abstützen ;;FALSCH;FALSCH
;;;;WAHR;1rope;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;WAHR;;;WAHR;FALSCH
;;;;FALSCH; nooses ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;WAHR;raw ;WAHR;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;WAHR;;;WAHR;FALSCH
;;;;WAHR;cuff ;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR*;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;WAHR;;;WAHR;FALSCH
;;;;FALSCH;EZ bend;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;FALSCH;90° bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;FALSCH;staight;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;;;;1;2;sup;s-n;n ;n-p;pro;lat;l-s;sag;s-t;trans;t-l;;;;;;;;;;0;45;90;90 os;135;180;;;;;;;;;;;;0;90;;;;
;WAHR;shoulder;front raise;WAHR;d-handle var;WAHR;WAHR*;WAHR;WAHR;WAHR;WAHR*;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR*;;;;;;;;;;;;FALSCH;FALSCH;generelle Info zu front raise: 1 und 180° =  seitlich versetzt damit die arbeitende Schulter vor dem kabel ist. 2 und 180° = Kabel ist zwischen den Beinen. 1 und 0° oder 2 und  0° = man braucht genügend Abstand zum Kabel damit man die Arme nach vorne ausstrecken kann. ;;WAHR;FALSCH
;;;;WAHR;d-handle fix;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR*;;;;;;;;;;;;FALSCH;FALSCH;;umso supinierter umso mehr kann die obere Brust mithelfen ;WAHR;FALSCH
;;;;WAHR;ropes;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR*;;;;;;;;;;;;FALSCH;FALSCH;;;WAHR;FALSCH
;;;;WAHR;1rope;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR*;;;;;;;;;;;;FALSCH;FALSCH;;;WAHR;FALSCH
;;;;WAHR; nooses ;FALSCH;FALSCH;WAHR;WAHR;WAHR;WAHR*;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR*;;;;;;;;;;;;FALSCH;FALSCH;;;WAHR;FALSCH
;;;;WAHR;raw ;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR*;;;;;;;;;;;;FALSCH;FALSCH;;;WAHR;FALSCH
;;;;WAHR;cuff ;FALSCH;WAHR;FALSCH;WAHR;WAHR;WAHR*;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR*;;;;;;;;;;;;FALSCH;FALSCH;;;WAHR;FALSCH
;;;;WAHR;EZ bend;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;WAHR*;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR*;;;;;;;;;;;;FALSCH;FALSCH;;;WAHR;FALSCH
;;;;WAHR;90° bend ;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR*;;;;;;;;;;;;FALSCH;FALSCH;;;WAHR;FALSCH
;;;;WAHR;staight;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;WAHR*;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR*;;;;;;;;;;;;FALSCH;FALSCH;;;WAHR;FALSCH
;;;;;;;1;2;sup;s-n; n;n-p;pro;lat;l-s;sag;s-t;trans;t-l;;;;;;;;;;0;45;90;90 os;135;180;;;;;;;;;;;;0;90;;;;
;WAHR;biceps;curl;WAHR;d-handle var;FALSCH;WAHR*;WAHR;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;WAHR;FALSCH
;;;;WAHR;d-handle fix;FALSCH;WAHR;FALSCH;WAHR*;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;WAHR;FALSCH
;;;;WAHR;ropes;FALSCH;FALSCH;WAHR*;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;pro = köpfe mit pro griff greifen ;;WAHR;FALSCH
;;;;WAHR;1rope;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;pro = köpfe mit pro griff greifen ;;WAHR;FALSCH
;;;;WAHR; nooses ;FALSCH;WAHR;WAHR*;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;WAHR;FALSCH;sit 0° = man sitzt am Boden hat seine Beine nach oben gerichtet angewinkelt am Boden und stützt sich mit den Ellbogen an diesen an. Hat die gleiche Wirkung wie Scott curls ;;WAHR;FALSCH
;;;;FALSCH;raw ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;FALSCH;cuff ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;WAHR;EZ bend;WAHR*;FALSCH;WAHR;FALSCH;WAHR*;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;WAHR;FALSCH;sit 0° = man sitzt am Boden hat seine Beine nach oben gerichtet angewinkelt am Boden und stützt sich mit den Ellbogen an diesen an. Hat die gleiche Wirkung wie Scott curls ;;WAHR;FALSCH
;;;;FALSCH;90° bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;WAHR;staight;WAHR;FALSCH;WAHR;WAHR*;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;WAHR;FALSCH;sit 0° = man sitzt am Boden hat seine Beine nach oben gerichtet angewinkelt am Boden und stützt sich mit den Ellbogen an diesen an. Hat die gleiche Wirkung wie Scott curls ;;WAHR;FALSCH
;;;;;;;1;2;sup;s-n;n ;n-p;pro;lat;l-s;sag;s-t;trans;t-l;;;;;;;;;;0;45;90;90 os;135;180;;;;;;;;;;;;0;90;;;;
;WAHR;biceps;Bayesian curl;WAHR;d-handle var;FALSCH;WAHR;FALSCH;WAHR*;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;;;;;;FALSCH;FALSCH;;;WAHR;FALSCH
;;;;WAHR;d-handle fix;WAHR;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;;;;;;FALSCH;FALSCH;;;WAHR;FALSCH
;;;;FALSCH;ropes;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;WAHR;1rope;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;;;;;;FALSCH;FALSCH;;;WAHR;FALSCH
;;;;FALSCH; nooses ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;FALSCH;raw ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;FALSCH;cuff ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;FALSCH;EZ bend;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;FALSCH;90° bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
;;;;FALSCH;staight;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;FALSCH;FALSCH;;;FALSCH;FALSCH
